EventID,SectionID,TrackID,X,Y,Frame,Class,Vidfilename,DateTime
152,Sued,76,394,108,15901,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:15
153,Nord,77,247,170,15841,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:12
154,Sued,77,352,110,15883,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:14
155,Nord,78,301,169,15874,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:13
156,Sued,78,385,111,15922,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:16
157,Nord,79,252,169,15886,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:14
158,Sued,79,328,112,15922,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:16
159,Nord,80,306,167,15907,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:15
160,Sued,80,382,112,15949,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:17
161,Nord,81,306,169,16465,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:43
162,Sued,81,386,113,16493,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:44
163,Nord,82,303,166,16513,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:45
164,Sued,82,377,112,16541,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:47
165,Nord,83,244,166,16577,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:48
166,Sued,83,352,109,16629,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:28:51
167,Nord,84,300,169,16974,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:08
168,Sued,84,386,113,17023,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:11
169,Nord,85,319,168,17380,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:29
170,Sued,85,390,111,17422,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:31
171,Nord,86,228,164,17478,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:33
172,Sued,86,397,112,17527,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:36
173,Nord,87,249,166,17580,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:39
174,Sued,87,383,114,17631,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:41
175,Nord,88,443,172,17625,Person,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:41
176,Sued,88,462,111,17769,Person,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:48
177,Nord,89,416,171,17625,Person,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:41
178,Sued,89,446,114,17766,Person,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:48
179,Nord,90,263,170,17886,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:54
180,Sued,90,344,108,17937,Bicycle,TUDCam01_FR20_2022-09-20_08-15-00.mp4,2022-09-20 08:29:56
